710:1.0540144 -0.51502746 0.5281605 1.450357 0.057339992 0.4474986 2.2844045 0.3482987 -0.38938516 0.027673304
205:0.1454958 -0.553919 -0.4468291 -0.27230924 -0.3761929 0.102063574 0.7027629 0.14570396 -0.6743555 -0.18847004
45:-0.03892235 -0.23586328 -0.29967532 -0.7591808 -0.14348046 0.2656267 0.27896413 0.04461062 -0.7456205 -0.38145855
515:-0.48615855 -0.053853642 -0.7212435 -0.66967344 -0.17020006 -0.086484775 0.21780819 0.12779585 -0.6983175 0.118902594
574:0.019824268 -0.8582355 0.0725144 -0.21314842 -0.13422251 0.51599413 0.48104072 0.15684187 -0.7856732 -0.27847546
858:-0.5001281 -0.028307308 0.4028408 0.42118353 0.4303246 -0.23282114 0.03933488 0.017857382 -0.20825732 -0.10594034
619:0.5319377 -0.41638327 0.21496852 0.94410706 0.032214817 0.32041118 1.4816011 0.19412938 -0.21489541 0.07552953
507:0.16697133 -0.317201 -0.41770357 0.036486104 0.1727135 0.67130256 -0.04659112 -0.20308009 -0.35874993 -0.14167923
113:0.21022719 -0.73415077 -0.29109964 0.9600509 0.26244825 0.22212721 1.6373941 0.14758147 -0.19319147 0.29030785
34:0.14202428 -0.7617257 0.071497105 -0.042020738 -0.0019254552 -0.5172049 -0.19705471 0.19891505 -0.11128272 0.10664987
563:-0.15714325 -0.20774803 -0.5322021 0.38426194 -0.28332987 0.34926987 0.32263607 0.270886 -0.9475984 0.10413049
381:0.45885664 0.25507584 -0.81269634 -0.60273194 -0.117085494 0.0040045613 0.42422184 0.032793067 -0.41787702 -0.120808244
455:0.80582756 0.61445105 -0.37934777 -0.077163264 0.04300913 -0.022216363 0.7202216 0.66726136 -0.3400551 -0.49495107
67:0.09453457 -0.6106043 0.06400697 1.2364614 -1.1691461 0.5987199 1.8226044 0.29770955 -1.0226095 0.898336
388:-0.5926086 -0.5645156 -0.63226604 0.12566848 -0.1317716 -0.17168415 0.3399295 0.10696967 -0.7557803 0.2062066
974:-0.5134277 -0.5859804 -0.8099992 0.64447486 0.030568443 0.27691522 0.28575313 0.7877641 -0.16947389 0.16613902
310:1.4243766 0.2640658 0.17176995 0.8085505 -0.4831459 0.30528757 1.3017125 1.2598288 -0.425691 0.057459097
169:1.3198216 0.8354778 -0.35783404 0.02313121 -0.22517642 -0.030889047 0.6784667 0.63625145 -0.1879807 -0.49339622
444:0.33796576 -0.21725155 -0.22265027 0.04934622 -0.38900447 0.5357204 0.31972924 -0.0011728758 -0.8803128 -0.52711165
120:0.6884095 -0.15004809 -0.10023752 0.6235785 0.17084911 -0.0013977432 1.1894797 0.33296037 -0.40151748 0.12496692
193:0.29713464 0.22567905 -0.19762741 -0.6919485 0.33392897 0.50513476 0.22685494 0.18225113 -0.3959222 -0.061370682
713:0.34340265 -0.5709773 -0.176141 0.8927102 -0.65844613 0.7813532 1.7305084 0.4425095 -0.4322677 0.8902938
302:-0.32579386 -0.38964295 -0.6702367 0.14887615 -0.3169898 0.13784711 0.38078508 0.06422133 -0.90243167 0.15654132
153:0.943797 -0.13372341 -0.46182522 0.42031917 0.49341917 -0.20832317 -0.6515844 0.044404835 0.36900702 -0.90598893
844:-0.17196192 -0.87006605 -0.42256632 0.9655465 -0.79585767 0.6625897 1.5647329 0.5303593 -1.2650594 0.8088205
335:-0.18020882 -0.691876 -0.47260404 0.21799274 -0.19523863 0.7881285 0.27698338 0.043083046 -0.8345105 -0.109339245
885:0.2616469 -0.2019479 0.10245376 0.75002813 -0.16368382 0.2414868 1.2257977 0.86012864 -0.2612338 0.4130505
735:-0.0039799795 -0.3772672 0.47601762 0.5680427 0.08275551 0.89843017 0.30837816 0.17948124 -0.9329416 -0.25991485
664:0.50142217 -0.29470554 0.10805971 0.96703887 -0.054440636 0.36222473 1.3548683 0.26054353 -0.6148427 0.57527184
