710:-0.14299051 -1.0503159 0.358068 -0.15554354 -1.2938958 -0.28368637 -0.35596675 2.1343265 -0.47395957 -0.42992267
205:-0.2891193 -0.47968933 0.4217702 0.20028925 0.14050746 0.053676605 -0.97275203 0.3718129 0.31219795 0.04765195
45:-0.108503595 -0.33106276 0.11941102 0.18108447 0.35356092 0.12630056 -1.0527318 -0.16013555 0.09593698 -0.12462233
515:-0.25655806 0.38207534 0.26914614 0.3599997 0.20569998 -0.13758971 -1.0808138 -0.2879588 0.17559268 0.0056843087
574:0.10243608 -0.8126078 0.29684472 -0.0436354 0.010410865 -0.07709668 -0.9975224 0.1431201 0.15345044 0.007735623
858:0.4545369 -0.03614748 -0.12203237 -0.23031314 -0.25332013 -0.6718285 0.02116707 -0.022293298 -0.39321163 0.32866588
619:-0.02036272 -0.7303194 0.48236185 -0.0741814 -0.9673332 -0.49703434 -0.30742133 1.6436582 -0.40315965 -0.33093408
507:0.09435696 -0.1741613 0.29508704 0.22926995 0.2490325 -0.2664055 -0.11230502 0.020432057 0.10813502 -0.5286413
113:-0.47991914 -0.33521333 0.72536623 -0.20975175 -0.73754936 -0.8473533 -0.4223537 1.3874657 -0.15650053 -0.40063718
34:0.1649998 -0.07378492 0.11651788 -0.4416204 0.025876224 -0.13877398 -0.11311682 0.035480406 0.6805064 0.4902611
563:-0.0094193695 -0.25749487 0.50605154 0.6242235 -0.32648292 -0.31261408 -0.8294821 0.33592167 0.105667226 0.03265736
381:-0.37040547 0.112101845 -0.009592456 0.5951418 0.6370752 0.08210579 -0.7858695 0.44352442 0.074741185 -0.15178385
455:-0.4996069 -0.4185211 -0.7833455 0.9060945 0.34891123 -0.061410904 -0.326544 1.0009948 -0.17699921 0.04320072
67:0.33639845 -0.29980117 1.2689847 0.4848386 -1.5300485 -0.660503 -0.79155546 1.8404306 0.07397507 -0.023864865
388:0.05231527 0.09525074 0.5457581 0.16292731 -0.17728737 -0.5167592 -0.9518885 -0.049080007 0.19128872 0.3830444
974:-0.21404874 -0.123108305 0.23977524 0.570368 -0.8564407 -0.81307775 -0.29147512 0.24746285 0.6443553 0.121769585
310:0.16881111 -0.4929664 -0.33273745 0.7555742 -0.7489652 0.060830228 -0.12909843 1.9020942 0.08179602 0.19573872
169:-0.638855 -0.3228447 -0.7635412 1.0751388 0.28512454 0.32817924 -0.09651236 1.1785175 -0.04214888 -0.18092524
444:0.049158767 -0.56696814 0.4740229 0.61916935 0.006064278 0.2371318 -0.6191806 0.36659536 -0.084897235 -0.29143244
120:-0.28188932 -0.5208235 0.054309227 0.06929402 -0.2060176 -0.6522325 -0.38633704 1.3767306 -0.18228894 0.07548607
193:0.23988342 0.30389142 -0.50010467 0.5349039 0.4285411 0.021768076 -0.72256905 0.3573719 -0.17595997 -0.5431847
713:0.20591526 -0.23780183 0.84862655 0.40867338 -1.3401579 -0.20063753 -0.48986378 1.8584324 0.22178203 0.13100334
302:-0.1429268 -0.14084888 0.62285256 0.4012167 -0.07999952 -0.3456529 -0.93662053 0.02084105 0.102519885 0.09116556
153:-0.11706547 -0.4583075 -0.21855946 0.83876437 1.2825142 0.30585775 0.82858384 0.3309525 -0.081708886 0.344942
844:0.3173858 -0.28662705 1.149818 0.68388677 -1.1374583 -0.45971054 -1.0883825 1.3736156 0.2626481 0.32557034
335:0.2625371 -0.6550915 0.63464 0.34097564 -0.17531392 -0.5117399 -0.8174262 -0.014220962 0.25320956 -0.4034253
885:0.018258648 -0.39210922 0.28774956 0.42644146 -0.7677134 -0.47435316 -0.21194483 1.5463454 0.0015133254 0.09208529
735:0.71148163 -0.90466404 0.5514144 0.15489489 -0.5031077 -0.2380968 -0.46187088 0.34371245 -0.43905082 -0.3254777
664:0.30415177 -0.25298855 0.61564684 0.14813854 -0.7186911 -0.39020222 -0.29759252 1.6250695 -0.20003524 -0.33225617
93:-0.0044705626 -0.85342515 -0.30360416 0.532015 0.058744412 0.15131901 -0.29687175 1.1463494 -0.5061182 -0.38644907
158:0.07461791 0.38868254 -1.171588 0.48789722 0.35510555 0.17294392 -0.2522471 0.9565489 0.23209053 -0.22754587
458:0.14405438 -0.3676434 0.2793695 0.90788907 -0.18733223 -0.42240512 -0.54998034 1.2079651 -0.05698683 -0.2939048
997:0.4407313 0.01443662 1.0438368 0.3842467 -0.8329563 -0.84285575 -0.7127865 0.80759305 0.0017688175 -0.28138214
182:-0.33266065 -0.11928886 0.36393884 0.7376997 -0.16190253 -0.33720222 -0.88939553 1.3320746 0.15133168 -0.03924807
147:0.18866633 -0.32982308 0.34532937 0.24452025 0.30150303 -0.18989885 -0.62955344 0.34023672 -0.28378546 0.106798306
616:-0.275853 -0.6098645 -0.7476957 0.64948356 0.3633806 0.1141036 -0.5030118 0.24855588 -0.04819478 0.30188653
589:0.591761 -0.008911296 0.0006794165 -0.31025347 0.3275405 -0.08430096 0.3084682 -0.13311823 0.18737908 -0.0020355158
544:0.0893657 -0.734019 0.029488448 0.67622197 0.2082511 -0.04582085 -0.028212665 0.8052496 0.12977271 -1.2890594
436:-0.0060552335 -0.5475765 0.28965706 0.5094017 -0.050147656 -0.16972467 -0.13548727 0.96525353 0.11645944 -1.2928722
862:0.048074476 -0.24165788 0.7400871 0.28542164 -0.74620444 -0.3883797 -0.99573636 0.59711516 -0.01749641 0.085566804
836:-0.1894537 -0.6512165 0.20194247 0.014831156 -0.25788876 -0.52489597 0.34323737 1.3320223 -0.16400135 -0.899921
697:0.17650254 -0.31123692 0.4040617 0.046787936 -0.45576516 -0.6065331 -0.43817165 1.0516235 -0.13795337 -0.2928104
12:-0.0008826501 -0.92095023 -0.2768929 -0.100558594 -0.35736552 -0.4773248 -0.0560543 1.2662715 -0.86510175 -0.34669012
223:0.48825535 -0.20442191 -0.14525405 -0.18604186 0.22618932 0.016881203 -0.5823521 -0.32500967 -0.25811154 0.01657317
